word,sentence1,sentence2,sentence3,sentence4,sentence5,option_result
access,Having access to reliable information is crucial in making informed decisions,"With the right credentials, you can easily access exclusive content on the website",It's important to secure your account to prevent unauthorized access,The key to success is having access to valuable resources and opportunities,"By granting access to the shared drive, team members can collaborate effectively on projects.","['puritanical', 'repugnant', 'access', 'assess,', 'ethics', 2]"
ineluctable,"The passage of time is ineluctable, always moving forward with unwavering persistence","Change is an ineluctable part of life, pushing us to adapt to new circumstances","The consequences of our actions are often ineluctable, shaping our future in ways we cannot always predict",Ineluctable forces of nature can bring about drastic transformations in the world around us,"Despite our best efforts, some outcomes remain ineluctable, beyond our control or influence.","['vignette', 'apogee', 'ineluctable', 'bulwark', 'elocution', 2]"
repugnant,His repugnant behavior at the dinner party left everyone feeling uncomfortable and annoyed,The repugnant smell emanating from the garbage disposal was enough to make her gag,The politician's remarks were so repugnant that they sparked widespread outrage among the public,The movie depicted scenes of extreme violence that many viewers found repugnant and disturbing,The company's decision to ignore environmental regulations was deemed not only irresponsible but also repugnant to many in the community.,"['annex', 'aboriginal', 'repugnant', 'conservatory', 'inflammatory', 2]"
derelict,"The derelict building stood abandoned and crumbling, its windows shattered and walls covered in graffiti","Nature had begun reclaiming the surrounding area, with weeds growing tall and trees pushing through the cracked pavement","The derelict ship creaked and groaned in the harbor, its once majestic hull now rusted and neglected","Residents avoided the derelict neighborhood, wary of its reputation for crime and decay","Despite its derelict appearance, the building had a haunting beauty that captured the attention of urban explorers and photographers.","['verdant', 'inflammatory', 'exuberant', 'derelict', 'begrudge', 3]"
avid,"The avid birdwatcher spent hours in the forest, eagerly scanning the treetops for a rare species","She was known for her avid interest in gardening, constantly tending to her flourishing plants with enthusiasm","An avid reader, he always carried a book with him wherever he went, eager to dive into a new adventure",Their avid support for the local sports team was evident in the way they cheered loudly at every game,"The musician was an avid collector of vinyl records, meticulously organizing his extensive collection by genre and artist.","['tedium', 'alchemy', 'ghastly', 'calumny', 'avid', 4]"
override,"In software development, an override allows a subclass to provide a specific implementation of a method that is already defined in its superclass",This feature is essential for creating more specialized behavior in object-oriented programming,"To override a method, the subclass must use the same method signature as the one in the superclass",Failing to do so will result in a compilation error,The ability to override methods is a powerful tool for extending and customizing the functionality of classes in a program.,"['vignette', 'appurtenance', 'apparition', 'override', 'temporise', 3]"
galvanise,"The motivational speaker's words had the power to galvanise the crowd, igniting a sense of purpose and passion within each individual",The team's recent success served to galvanise their determination to push even harder towards their goals,"The unexpected challenge only served to galvanise her resolve, pushing her to overcome obstacles with unwavering strength",The community rallied together to galvanise efforts in rebuilding after the devastating natural disaster,"The inspiring story of resilience and triumph had the ability to galvanise anyone who heard it, sparking a renewed sense of belief in the power of perseverance.","['vanquish', 'premeditated,', 'avant-garde', 'galvanise', 'noisome', 3]"
noisome,"The noisome smell of rotten eggs filled the room, making it difficult to breathe",The garbage left out for days emitted a noisome odor that attracted pests,The stagnant water in the pond became a breeding ground for noisome algae,The noisome fumes from the factory nearby polluted the air and caused discomfort to the residents,The noisome combination of garbage and sewage created an unbearable stench in the alleyway.,"['noisome', 'puritanical', 'rampant', 'inculcate', 'presentiment', 0]"
"forswear,",I will gladly provide you with a paragraph featuring the word 'forswear': She made a solemn vow to forsake her bad habits and strive for a better life,He decided to forsake his old beliefs and embrace a new ideology,The knight had to forsake his loyalty to his lord in order to pursue his own interests,"In the heat of the moment, she threatened to forsake their friendship if he didn't apologize","Despite the temptation to forsake his principles, he remained steadfast in his convictions.","['premeditated,', 'privation', 'stratagem', 'forswear,', 'exuberant', 3]"
spurn,"Despite his genuine efforts, she continued to spurn his advances, leaving him feeling rejected and dejected","Her decision to spurn the generous job offer surprised many of her colleagues, who had believed she would eagerly accept it","He couldn't help but spurn the idea of compromising his values for the sake of a promotion, choosing integrity over personal gain","The coach warned the team not to spurn their opponents, reminding them that any underestimation could lead to defeat","In a moment of anger and frustration, she lashed out and spurned the support of her closest friends, later regretting her actions.","['spurn', 'turmoil,', 'calumny', 'conservatory', 'vignette', 0]"
dire,"The town's water supply was in dire need of repair, causing concern among residents","The dire situation was exacerbated by the ongoing drought, leaving the community desperate for a solution",The mayor held a press conference to address the dire circumstances and vowed to take immediate action,"With each passing day, the dire consequences of the water shortage became more apparent",Emergency measures were put in place to address the dire situation before it escalated further.,"['sanction', 'impromptu', 'imperative', 'dire', 'heinous', 3]"
heinous,"The heinous crime he committed left a lasting impact on the community, sparking outrage and fear among its residents","His heinous actions were met with swift condemnation from all corners, with calls for justice echoing loudly","The heinous nature of the crime was evident in the gruesome details that emerged during the investigation, shaking even seasoned law enforcement officials","Despite attempts to justify his heinous behavior, the perpetrator found himself facing harsh scrutiny and widespread public condemnation","In the end, the severity of his heinous deeds sealed his fate, ensuring that he would be held accountable for the harm he had caused.","['balk', 'heinous', 'verdant', 'discrepancy', 'cuisine', 1]"
discrepancy,There was a noticeable discrepancy between the budget projections and the actual expenses incurred during the project,The team members were surprised to discover such a significant financial gap in their calculations,"Despite multiple reviews, the discrepancy remained unresolved, causing confusion and frustration among the stakeholders","Efforts were made to investigate the root cause of the discrepancy, but no clear explanation was found","Moving forward, measures were put in place to prevent similar discrepancies from occurring in future projects.","['reprobate', 'puritanical', 'assess,', 'discrepancy', 'parable,', 3]"
dejected,"Feeling dejected, Sarah sat alone in her room, her head resting on her hands as tears welled up in her eyes",The rejection letter she had received from her dream college had left her feeling utterly defeated,"Despite her best efforts, it seemed like nothing was going her way, leaving her dejected and despondent","As she stared out of the window, the gray clouds mirrored her dejected mood, casting a gloomy shadow over her day","With a heavy heart, she wondered if she would ever be able to overcome this wave of disappointment.","['inculcate', 'exuberant', 'assess,', 'abound', 'dejected', 4]"
aboriginal,The aboriginal people of Australia have a rich cultural heritage that dates back thousands of years,Aboriginal art is known for its vibrant colors and intricate designs that often depict Dreamtime stories,"Many aboriginal communities have suffered the effects of colonization, leading to challenges such as loss of land and cultural identity",Efforts are being made to preserve and revitalize aboriginal languages that are at risk of disappearing,It is important to acknowledge and respect the aboriginal peoples' connection to the land and their enduring resilience in the face of adversity.,"['aboriginal', 'appurtenance', 'avid', 'jingoism', 'reprobate', 0]"
impromptu,"Yesterday, I attended an impromptu gathering at the park with my friends",We decided to have an impromptu picnic and enjoyed the beautiful weather,"As we lounged on the grass, someone suggested an impromptu game of frisbee",The impromptu game turned out to be so much fun that we ended up playing for hours,It was a perfect day filled with impromptu moments that brought us closer together.,"['cataclysm,', 'inflammatory', 'impromptu', 'bulwark', 'inculcate', 2]"
occult,The ancient practice of occult rituals and divination has always fascinated those who seek hidden knowledge,Many belief systems incorporate occult symbolism and mysticism into their teachings,Some people consult occult practitioners for guidance on matters beyond the realm of the material world,The study of occult sciences such as astrology and alchemy dates back centuries,"Despite its mysterious allure, the occult remains a subject of debate and skepticism in modern society.","['occult', 'heinous', 'stupor', 'sanction', 'singular', 0]"
"cataclysm,","The cataclysmic earthquake unleashed a wave of destruction upon the unsuspecting city, leaving a trail of devastation in its wake","The cataclysm of war engulfed the region, shattering any semblance of peace and stability that had once existed","The catastrophic event was described as a cataclysm by historians, marking a turning point in the course of history","People scrambled to seek shelter and safety amidst the cataclysm, fearing for their lives and loved ones","The aftermath of the cataclysm left a scar on the landscape, reminding all who witnessed it of the sheer power of nature's wrath.","['vanquish', 'cataclysm,', 'galvanise', 'tedium', 'ghastly', 1]"
protocol,"When establishing a new network connection, it is important to follow the proper protocol to ensure secure communication",The SSL protocol is commonly used for encrypting data transmission over the internet,"In the medical field, healthcare professionals must adhere to specific protocol when handling patients' sensitive information",Adhering to social protocol is crucial in professional settings to maintain a respectful and harmonious environment,Following protocol can help streamline processes and prevent misunderstandings in various situations.,"['override', 'barrage', 'entity', 'protocol', 'dejected', 3]"
inculcate,It is important to inculcate positive values in children from a young age to help shape their character and behavior positively,Parents play a crucial role in inculcating good manners and ethics in their children through consistent guidance and reinforcement,Schools also have a responsibility to inculcate a sense of responsibility and respect for others among students,Inculcating a love for learning and curiosity can lead to a lifelong passion for knowledge and growth,"By inculcating empathy and compassion, individuals can contribute to creating a more caring and supportive society.","['fragmentary', 'compromise', 'alchemy', 'inculcate', 'cursory', 3]"
apparition,"As she wandered through the dark corridors of the abandoned mansion, she couldn't shake off the feeling of being watched by an eerie apparition","The ghostly apparition appeared before her, sending a chill down her spine","The ethereal apparition seemed to float through the walls, its presence hauntingly real",Every shadow seemed to hold the possibility of an ominous apparition lurking within,The apparition's pale visage and hollow eyes seemed to beckon her towards an unknown fate.,"['cursory', 'sanction', 'apparition', 'balk', 'compromise', 2]"
privation,"The family endured extreme privation during the war, as they struggled to find enough food to eat each day",The privation of basic necessities like clean water and shelter was a daily reality for many homeless individuals in the city,"The prolonged economic downturn has led to widespread privation in the local community, with more families struggling to make ends meet",The lack of access to healthcare services in rural areas often results in health privation among the residents,It is crucial for policymakers to address the issue of privation in marginalized populations to ensure a more equitable society for all.,"['privation', 'bulwark', 'uncanny', 'alchemy', 'forswear,', 0]"
cuisine,Sure! Exploring different types of cuisine is one of my favorite activities when traveling to new places,I enjoy sampling the local cuisine to experience the unique flavors and culinary traditions of each region,French cuisine is known for its exquisite flavors and delicate preparation techniques,Italian cuisine is loved worldwide for its hearty pasta dishes and flavorful sauces,"Indian cuisine delights the palate with its aromatic spices and rich, diverse flavors.","['epilogue', 'exuberant', 'cuisine', 'reprobate', 'cuisine', 2]"
cursory,"During the cursory examination of the crime scene, the detective noticed several overlooked details that could potentially be crucial to the investigation","Despite the cursory glance, she could sense that something was amiss and decided to delve deeper into the matter","The cursory review of the financial records raised more questions than answers, prompting further scrutiny","His cursory knowledge of the subject proved to be insufficient during the discussions, leading to misunderstandings","It was important not to make hasty judgments based on cursory observations, as they could be misleading.","['jingoism', 'recidivism', 'cursory', 'impromptu', 'appurtenance', 2]"
baroque,"The baroque style emerged in Europe in the 17th century, characterized by its ornate decorations and dramatic elements","Baroque architecture is known for its grandeur and opulence, featuring elaborate designs and intricate details","Baroque music often showcases complex melodies and harmonies, creating a rich and emotional listening experience","Artists during the baroque period, such as Caravaggio and Bernini, excelled in creating dynamic and expressive works of art",The baroque period is considered a significant time in history for its artistic innovation and creativity.,"['elocution', 'sanction', 'baroque', 'verdant', 'discrepancy', 2]"
deploy,The company plans to deploy new software next week to improve efficiency,Our team will deploy additional resources to meet the project deadline,It is essential to carefully deploy the latest security measures to protect sensitive data,The military will deploy troops to the region for a humanitarian mission,We need to deploy a clear communication strategy to keep our stakeholders informed.,"['entity', 'oligarchy', 'deploy', 'stratagem', 'apogee', 2]"
presentiment,"As she stepped into the old abandoned house, a feeling of unease washed over her, a haunting presentiment that something was not right",The sense of foreboding grew stronger with each creak of the floorboards beneath her feet,"A shiver ran down her spine as a cold draft whispered through the decrepit walls, mirroring her inner sense of impending danger","Ignoring her rational mind's protests, she couldn't shake the persistent presentiment that she was not alone in the eerie silence of the abandoned building","With a racing heart and sweaty palms, she hurried to escape the oppressive weight of the oppressive atmosphere, desperate to leave behind the chilling presentiment that clung to her like a shadow.","['epilogue', 'jingoism', 'presentiment', 'forswear,', 'rampant', 2]"
"assess,",It is important to assess the situation carefully before making any decisions,I will need to assess the data to determine its accuracy and reliability,We need to assess the risks involved before proceeding with the project,I will assess your progress regularly to ensure you are on track to meet your goals,The team will meet to assess the impact of recent changes on our strategy.,"['jingoism', 'systemic', 'begrudge', 'infrastructure', 'assess,', 4]"
barrage,"As the storm approached, a barrage of rain and wind battered the coast, causing flooding and destruction in its wake",The relentless barrage of criticism from her peers left her feeling defeated and demoralized,"The team faced a barrage of challenges during the final game, but they managed to emerge victorious in the end","The candidate withstood a barrage of tough questions during the interview, showcasing their knowledge and expertise","The soldiers braced themselves for the enemy's barrage of gunfire, determined to defend their position at all costs.","['barrage', 'barrage', 'recidivism', 'heinous', 'balk', 0]"
systemic,The company implemented a new systemic approach to address the ongoing issues within the organization,"By analyzing the systemic factors contributing to the problem, a comprehensive solution was developed",The team recognized the need for systemic change in order to achieve long-term success,"Through a systemic evaluation of the processes, inefficiencies were identified and resolved",The systemic improvements resulted in a more streamlined and efficient operation.,"['apparition', 'abound', 'systemic', 'discrepancy', 'stupor', 2]"
"turmoil,","The political situation in the country is in utter turmoil, with protests erupting in every major city",The economic turmoil caused by the pandemic has left many businesses struggling to survive,"Amidst the turmoil, there seems to be a glimmer of hope as communities come together to support one another",The uncertainty and turmoil of the current times have left many feeling anxious and overwhelmed,"Despite the turmoil, there is a sense of resilience and determination among the people to push through and overcome the challenges they face.","['turmoil,', 'ethics', 'gratis,', 'cursory', 'verdant', 0]"
