word,sentence1,sentence2,sentence3,sentence4,sentence5,option_result
bombast,"The politician's bombastic speech was filled with grandiose claims and empty promises, leaving the audience skeptical of his intentions","His bombast only served to highlight the lack of substance in his arguments, failing to persuade anyone of his credibility","Despite his bombastic tone, his speech fell flat as the crowd grew increasingly disinterested in his inflated rhetoric","The bombast of his delivery was met with eye rolls and stifled laughter from the crowd, revealing the disconnect between his words and reality","In the end, his bombast only succeeded in alienating listeners and undermining his own credibility as a leader.","['concoct', 'bombast', 'odious', 'quiescent', 'embryonic,', 1]"
bestow,The king decided to bestow a noble title upon the young knight in recognition of his bravery in battle,The queen announced that she would bestow her blessings upon the newlyweds as they began their life together,"The professor was known to bestow knowledge upon his students generously, always eager to share his wisdom",The charity organization aimed to bestow hope and support upon the homeless population in the city,It is a great honor to receive an award that bestows recognition for one's hard work and dedication.,"['bestow', 'waive', 'odious', 'ancillary', 'appraise', 0]"
appraise,"Sure, here is a paragraph with the word 'appraise' used in five sentences: As part of my job, I regularly appraise the value of antique furniture for clients looking to sell or insure their pieces",It is important to appraise the condition of each item thoroughly to provide an accurate assessment,"When I appraise a vintage painting, I consider factors such as the artist's reputation and the current market demand","I use my expertise to appraise jewelry and gemstones, taking into account the quality of materials and craftsmanship","To ensure fairness, I always appraise each item objectively and without bias.","['reclaim,', 'paranormal,', 'solidarity', 'appraise', 'feign', 3]"
posthumous,"The author received critical acclaim for his posthumous novel, which was published after his untimely death",The posthumous award ceremony honored the renowned scientist for his groundbreaking research in the field of astrophysics,The artist's family decided to release a posthumous collection of her unreleased songs as a tribute to her talent and legacy,Many fans gathered to celebrate the musician's life at a posthumous memorial concert held in his honor,The posthumous documentary shed light on the actor's lesser-known contributions to the film industry.,"['solidarity', 'bracing', 'deft', 'posthumous', 'pastoral', 3]"
inclination,"She had a natural inclination towards creativity from a young age, always eager to explore new artistic endeavors","Despite her initial inclination to stay reserved and avoid social gatherings, she found herself gradually opening up to new friendships and experiences","His inclination towards procrastination often hindered his ability to meet deadlines and achieve his goals, leading to feelings of frustration and disappointment","Even though she had a strong inclination towards a career in science, she couldn't deny her passion for writing and storytelling","With a keen inclination towards adventure and travel, he embarked on a solo journey around the world, seeking new cultures and experiences.","['gaffe', 'inclination', 'craven', 'behest', 'licentious', 1]"
"embryonic,",Embryonic development in mammals is a complex process that involves multiple stages of growth and differentiation,"During the embryonic stage, cells undergo rapid division and specialization to form various tissues and organs",The embryonic period is crucial for the overall health and development of an organism,Genetic abnormalities or environmental factors can impact embryonic development and lead to health issues later in life,Scientists study embryonic development to better understand the underlying mechanisms and potentially improve treatments for developmental disorders.,"['demise', 'skirmish', 'embryonic,', 'waive', 'inclination', 2]"
capacious,"The capacious room was filled with an abundance of natural light, creating a warm and inviting atmosphere","The shelves lining the walls were capacious enough to hold countless books and trinkets, making the space feel cozy and lived-in","The capacious windows offered stunning views of the surrounding countryside, allowing the beauty of nature to permeate the room","The capacious sofa in the corner provided a comfortable spot for relaxation and contemplation, encouraging peaceful moments of solitude","Overall, the capacious design of the room promoted a sense of openness and freedom, facilitating a space for creativity and inspiration to flourish.","['entrepreneur', 'capacious', 'motley', 'curmudgeon', 'curb', 1]"
presuppose,Presuppose that the outcome will be favorable before making any decisions,It is crucial to not presuppose the intentions of others without proper evidence,One should not presuppose that everyone shares the same beliefs or values,Presuppose that challenges will arise and prepare accordingly,Always question assumptions that presuppose a certain level of knowledge or understanding.,"['deft', 'replicate', 'queue', 'behest', 'presuppose', 4]"
enumerate,"To facilitate the organization of our project tasks, we will enumerate the key action items in our upcoming meeting",We should ensure that we accurately enumerate all the necessary components to develop a comprehensive plan,It is vital to carefully enumerate the various risks associated with each potential approach before making any decisions,Let's take the time to enumerate all the different milestones we need to achieve in order to meet our deadline successfully,"By taking the effort to clearly enumerate our priorities, we can streamline our workflow and enhance our overall productivity.","['enumerate', 'crestfallen', 'curmudgeon', 'gaffe', 'posthumous', 0]"
queue,"Customers waited patiently in the long queue outside the popular ice cream shop, eager to sample their unique flavors","The queue snaked around the corner, with each person chatting excitedly with their companions","As the sun beat down, the line slowly inched forward, bringing everyone closer to their sweet treats","Occasionally, a staff member would come out to update the queue on the available flavors, causing a ripple of anticipation among the waiting customers","Despite the wait, the atmosphere in the queue remained cheerful and lively, with everyone looking forward to their turn at the front counter.","['gastronomy', 'queue', 'disgruntle', 'genocide', 'refractory', 1]"
concoct,"After spending hours in the kitchen, she was finally able to concoct a delicious and savory stew using a variety of spices and fresh vegetables","With a clever twist of flavors, she managed to concoct a unique cocktail that quickly became a hit at the party","Determined to impress her guests, she attempted to concoct a complex dessert recipe that she had found online","Despite facing some challenges, she was able to successfully concoct a creamy and decadent cheesecake that received rave reviews","Inspired by her culinary experiments, she felt motivated to concoct new recipes and explore different cooking techniques in the future.","['concoct', ',schism,', 'quiescent', 'figment', 'gastronomy', 0]"
lobby,"As I entered the grand hotel, the elegant lobby welcomed me with its marble floors and sparkling chandeliers","Guests were milling about in the spacious lobby, chatting in small groups and admiring the artwork on display",The front desk concierge greeted me warmly as I made my way through the bustling lobby towards the elevators,"The lobby was adorned with plush couches and potted plants, creating a cozy atmosphere for visitors to relax and unwind",I paused for a moment to take in the lively energy of the lobby before heading up to my room.,"['queue', 'lobby', 'pastoral', 'curb', 'coddle', 1]"
gaffe,"During the important business meeting, John committed a major gaffe by mistakenly addressing the client by the wrong name, causing an awkward silence in the room","His colleagues cringed at his blunder, realizing the potential consequences it could have on the deal","Despite his best efforts to recover from the gaffe with a quick apology, the damage had already been done","John's reputation took a hit, and he knew he would need to work extra hard to regain the client's trust",This embarrassing incident served as a valuable lesson for John to always double-check details before speaking in high-stakes situations.,"['inclination', 'confer', 'gaffe', 'remuneration', 'waive', 2]"
",schism,","The schism within the religious community was causing significant tension among its members, leading to a divide in beliefs and practices",The leaders of the organization struggled to reconcile the differing views and ideologies that were fueling the schism,"Rumors and gossip only served to exacerbate the schism further, deepening the rift between the opposing factions",Efforts to bridge the schism and foster unity were met with resistance and hostility from those deeply entrenched in their respective positions,"Ultimately, the schism proved to be a formidable challenge that tested the unity and cohesion of the entire community.","[',schism,', 'entrepreneur', 'odious', 'disperse', 'debunk', 0]"
corrosive,The chemist warned that the substance was highly corrosive and could cause severe damage if not handled properly,The corrosive nature of the liquid made it essential to store it in a secure container to prevent accidents,"The corrosive effects of the acid were evident on the metal surface, which had begun to show signs of decay",It was crucial to wear protective gear when working with such a corrosive material to avoid any harm,The corrosive properties of the chemical required careful disposal to prevent harm to the environment.,"['corrosive', 'appraise', 'fodder,', 'gaffe', 'replicate', 0]"
curb,"Sure, here is a paragraph with the word 'curb' used five times: The city council implemented new regulations to curb excessive noise levels in residential areas",Residents are asked to park only within the designated curbside parking spots to avoid congestion,Local businesses are working together to curb the spread of misinformation in the community,Planting trees along the curb helps beautify the neighborhood and provides shade,Public campaigns are encouraging people to curb their water usage to conserve resources for future generations.,"['curb', 'arraign', 'trenchant', 'dilapidated', 'predicament', 0]"
disquiet,The eerie silence in the dark forest amplified the sense of disquiet that settled over the group of hikers,"Shadows danced ominously, adding to the feeling of unease that lingered in the air",A distant howl only served to escalate the disquiet that gnawed at their nerves,Each rustle of leaves and crack of a branch added to the growing sense of foreboding,"Despite their efforts to remain calm, the pervasive disquiet continued to fill them with apprehension.","['figment', 'prelude', 'articulate', 'primal', 'disquiet', 4]"
habituate,She decided to habituate herself to waking up early each morning by setting multiple alarms,"After a few weeks, she began to habituate to the new diet plan and found it easier to stick to healthier food choices",The constant exposure to loud noises in the city helped her habituate to the urban environment over time,"Through consistent practice, she was able to habituate her mind to focus for longer periods of time without distractions","By gradually increasing the intensity of her workouts, she was able to habituate her body to the demanding physical exercises.","['meticulous', 'remuneration', 'habituate', 'lobby', 'enumerate', 2]"
junction,"At the busy junction where multiple roads converged, traffic signals guided vehicles through the intersections smoothly","Nearby, a pedestrian bridge crossed over the bustling junction, providing a safe route for people to cross the street","Due to ongoing construction work, some lanes at the junction were temporarily closed, causing minor delays for commuters","Despite the congestion at the junction during rush hour, drivers remained patient and followed the traffic rules diligently",The city council announced plans to redesign the junction to improve traffic flow and enhance safety for both motorists and pedestrians.,"['odious', 'bracing', 'junction', 'solace', 'inclination', 2]"
bland,"Her cooking was often criticized for being bland, lacking any depth of flavor or excitement","Despite her efforts to follow recipes precisely, the dishes always turned out disappointingly bland",The bland color palette of her apartment left guests feeling uninspired and unimpressed,"She longed to add some spice to her life, tired of the bland routine that seemed to stretch endlessly before her","As she stared at the blank canvas in front of her, she realized she needed to infuse it with something more interesting than her usual bland sketches.","['faux', 'lobby', 'pastoral', 'bland', 'refractory', 3]"
corollary,The corollary to pursuing higher education is often a better career outlook,"In economics, the corollary of decreased supply usually results in increased demand",A healthy diet and regular exercise are the corollaries of maintaining a fit physique,"With great power comes great responsibility, a famous corollary from the world of popular culture",The corollary of hard work is often success and personal growth.,"['waive', 'corollary', 'embryonic,', 'ebb', 'aspersion', 1]"
omniscient,"The omniscient narrator in the novel provided deep insights into the thoughts and motivations of each character, creating a rich and complex storytelling experience","Through the omniscient point of view, readers were able to see the unfolding events from multiple perspectives simultaneously","The omniscient presence seemed to hover over the entire narrative, offering a god-like understanding of all that transpired within the story","This literary technique allowed for a comprehensive view of the interconnected lives and choices of the characters, delving into the deepest recesses of their minds","As the omniscient voice guided us through the intricacies of the plot, we were left in awe of its all-encompassing knowledge and perspective.","['quell', 'odious', 'curmudgeon', 'confer', 'omniscient', 4]"
ancillary,"In addition to the main protagonist, the novel also introduced several ancillary characters who added depth and complexity to the story",These ancillary characters had their own subplots and relationships that intertwined with the central narrative,"Despite their secondary roles, the ancillary characters played a crucial part in shaping the outcome of the plot",Their interactions with the main characters provided insight into different perspectives and motivations within the story,"Overall, the presence of these ancillary characters enriched the overall reading experience and made the world of the novel feel more vibrant and dynamic.","['ancillary', 'enumerate', ',schism,', 'commemorate', 'ebb', 0]"
skirmish,"As tensions escalated between the two rival gangs, a skirmish broke out in the alley behind the warehouse",The noise of shouting and clashing metal echoed through the darkened streets as the skirmish intensified,"Police sirens wailed in the distance, signaling the arrival of law enforcement to break up the skirmish","Witnesses peered out from their windows, watching the skirmish unfold with a mix of fear and fascination","After a few tense minutes, the skirmish finally subsided, leaving behind a scene of chaos and scattered debris.","['bracing', 'meticulous', 'rebuff', 'deft', 'skirmish', 4]"
